Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
NM5PEXY9,journalArticle,2017,"Levitt, M; Levitt, JM",Future of fundamental discovery in US biomedical research,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,0027-8424,10.1073/pnas.1609996114,,"Young researchers are crucially important for basic science as they make unexpected, fundamental discoveries. Since 1982, we find a steady drop in the number of grant-eligible basic-science faculty [principal investigators (PIs)] younger than 46. This fall occurred over a 32-y period when inflation-corrected congressional funds for NIH almost tripled. During this time, the PI success ratio (fraction of basic-science PIs who are R01 grantees) dropped for younger PIs (below 46) and increased for older PIs (above 55). This age-related bias seems to have caused the steady drop in the number of young basic-science PIs and could reduce future US discoveries in fundamental biomedical science. The NIH recognized this bias in its 2008 early-stage investigator (ESI) policy to fund young PIs at higher rates. We show this policy is working and recommend that it be enhanced by using better data. Together with the National Institute of General Medical Sciences (NIGMS) Maximizing Investigators' Research Award (MIRA) program to reward senior PIs with research time in exchange for less funding, this may reverse a decades-long trend of more money going to older PIs. To prepare young scientists for increased demand, additional resources should be devoted to transitional postdoctoral fellowships already offered by NIH.",6/20/17,2/23/23 13:55,2/23/23 13:55,,6498-6503,,25,114,,,,,,,,,,English,,,,WOS:000403687300031,,,,,; /Users/de51/Zotero/storage/2Y28NCD6/Levitt and Levitt - 2017 - Future of fundamental discovery in US biomedical r.pdf,https://europepmc.org/articles/pmc5488913?pdf=render,AGE; NIH; PUBLICATION; PRODUCTIVITY; BIG SCIENCE; age-related bias; early-stage investigators; independence; mentoring; SMALL SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M9CW5R3F,journalArticle,2000,"Langford, CH; Langford, MW",The evolution of rules for access to megascience research environments viewed from Canadian experience,RESEARCH POLICY,,0048-7333,10.1016/S0048-7333(99)00058-X,,"After the Second World War, a criterion for access to megascience facilities which focused only on the scientific quality of experiments and not on problem orientation or economic impact emerged. This has been a boon to scientists from smaller communities, including the Canadian. However, policy-makers now increasingly look to specific economic, social, or political return on investments. The ""free access"" model is actively defended in the scientific community but is currently under pressure. In fact, the ""free access"" model has never been applied in all disciplines. This paper considers the origin and limit of the ""free use based on scientific quality"" approach to access to major facilities. The issue is particularly relevant for smaller scientific communities. In consequence, data from the experience of Canadian astronomers and physicists is reported to illustrate the trends. Access rules depend on the role of the three major partners, academia, government, and industry, and provide an important indicator of the structure of the triple helix partnership. We see an evolution from simpler prewar relations through the period dominated by academic science to the present complex of relationships that are still in evolution. (C) 2000 Elsevier Science B.V. All rights reserved.",2000-02,2/23/23 13:55,2/23/23 13:55,,169-179,,2,29,,,,,,,,,,English,,,,WOS:000085125700005,,,,,; /Users/de51/Zotero/storage/ZGLAMYUX/Langford and Langford - 2000 - The evolution of rules for access to megascience r.pdf,https://www.sciencedirect.com/science/article/pii/S004873339900058X/pdfft?md5=f09b39aa899b9406151e583f5cdceb66&pid=1-s2.0-S004873339900058X-main.pdf&isDTMRedir=Y,particle physics; astronomy; access rules; facility access; megascience; synchrotron radiation; Megascience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I9QN46NH,journalArticle,2020,"Goossen, BW",A benchmark for the environment: big science and 'artificial' geophysics in the global 1950s,JOURNAL OF GLOBAL HISTORY,,1740-0228,10.1017/S1740022819000378,,"Security concerns during the early Cold War prompted United States strategists to solicit worldwide assistance in studying Earth's physical environment. Comprehensive geophysical knowledge required cooperation between researchers on every part of the planet, leading practitioners to tout transnational earth science - despite direct military applications in an age of submarines and ballistic missiles - as a non-political form of peaceful universalism. This article examines the 1957-58 International Geophysical Year as a powerful fulcrum in the transfer of ideas about Earth's global environment from Western security establishments to conservationists worldwide. For eighteen months, tens of thousands of researchers across every continent pooled resources for data collection to create a scientific benchmark for future comparisons. Illuminating Earth as dynamic and interconnected, participants robustly conceptualized humanity's emergence as a geophysical force, capable of 'artificially' modifying the natural world. Studies of anthropogenic geophysics, including satellites, nuclear fallout, and climate change, conditioned the global rise of environmentalism.",2020-03,2/23/23 13:55,2/23/23 13:55,,149-168,,1,15,,,,,,,,,,English,,,,WOS:000512993900008,,,,,; /Users/de51/Zotero/storage/IKTRTW83/Goossen - 2020 - A benchmark for the environment big science and '.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/36CB9EB55FF4A9797AC5B5BC44D47744/S1740022819000378a.pdf/div-class-title-a-benchmark-for-the-environment-big-science-and-artificial-geophysics-in-the-global-1950s-div.pdf,climate change; CLIMATE; Cold War; environmental history; nuclear fallout; ORIGINS; outer space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YFSK2RKI,journalArticle,2011,"Zhang, J; Vogeley, MS; Chen, CM",Scientometrics of big science: a case study of research in the Sloan Digital Sky Survey,SCIENTOMETRICS,,0138-9130,10.1007/s11192-010-0318-1,,"Large-scale scientific projects have become a major impetus of scientific advances. But few studies have specifically analyzed how those projects bolster scientific research. We address this question from a scientometrics perspective. By analyzing the bibliographic records of papers relevant to the Sloan Digital Sky Survey (SDSS), we found that the SDSS helped scientists from many countries further develop their own research; investigators initially formed large research groups to tackle key problems, while later papers involved fewer authors; and the number of research topics increased but the diversity of topics remains stable. Furthermore, the entropy analysis method has proven valuable in terms of analyzing patterns of research topics at a macroscopic level.",2011-01,2/23/23 13:55,2/23/23 13:55,,14-Jan,,1,86,,,,,,,,,,English,,,,WOS:000284888600001,,,,,; /Users/de51/Zotero/storage/M5BIIRHS/Zhang et al. - 2011 - Scientometrics of big science a case study of res.pdf,https://link.springer.com/content/pdf/10.1007%2Fs11192-010-0318-1.pdf,TRENDS; Bibliometric; Entropy analysis; Large-scale scientific project; Publication analysis; Sloan Digital Sky Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSMQYPU9,journalArticle,2018,"Pronskikh, V",Linguistic Privilege and Justice: What Can We Learn from STEM?,PHILOSOPHICAL PAPERS,,0556-8641,10.1080/05568641.2018.1429739,,"The linguistic privilege of native speakers in scientific communication, both oral and written, has been widely reported to influence researchers' publications and careers in and beyond academia. I examine social structure and communication in the Science, Technology, Engineering and Mathematics (STEM) fields through the example of big science and attempt to answer the question of why language injustice has a less significant effect on non-native scientists and engineers than on philosophy scholars. I do so by scrutinizing the role of signs and nonlinguistic boundary objects in STEM practice and written communication. I also argue that although high-energy physics is relatively linguistically inclusive, it is marked by linguistic privilege of certain groups that bears a structural character which is not common in STEM and is predominant mainly in megascience. I finally suggest that insofar as rhetoric in STEM is generally modest, its practices can serve as an example for analytic philosophy, which also aims at minimizing rhetoric.",2018,2/23/23 13:55,2/23/23 13:55,,71-92,,1,47,,,,,,,,,,English,,,,WOS:000434446400004,,,,,; /Users/de51/Zotero/storage/2BJUUKX8/Pronskikh - 2018 - Linguistic Privilege and Justice What Can We Lear.pdf,https://lss.fnal.gov/archive/2018/pub/fermilab-pub-18-013.pdf,ACCENT; ENGLISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UES2S2SQ,journalArticle,2019,"Stanford, PK","Unconceived alternatives and conservatism in science: the impact of professionalization, peer-review, and Big Science",SYNTHESE,,0039-7857,10.1007/s11229-015-0856-4,,"Scientific realists have suggested that changes in our scientific communities over the course of their history have rendered those communities progressively less vulnerable to the problem of unconcieved alternatives over time. I argue in response not only that the most fundamental historical transformations of the scientific enterprise have generated steadily mounting obstacles to revolutionary, transformative, or unorthodox scientific theorizing, but also that we have substantial independent evidence that the institutional apparatus of contemporary scientific inquiry fosters an exceedingly and increasingly theoretically conservative form of that inquiry. I conclude that contemporary scientific communities are actually more vulnerable to the problem of unconceived alternatives than their historical predecessors, and I briefly suggest how we might seek to pursue scientific inquiry in a less theoretically conservative way.",2019-10,2/23/23 13:55,2/23/23 13:55,,3915-3932,,10,196,,,,,,,,,,English,,,,WOS:000487810700002,,,,,; /Users/de51/Zotero/storage/57HND28J/Stanford - 2019 - Unconceived alternatives and conservatism in scien.pdf,https://link.springer.com/content/pdf/10.1007%2Fs11229-015-0856-4.pdf,Transformative research; BIAS; Instrumentalism; Peer-review; Professionalization; Scientific Realism; Theoretical Conservatism; UNDERDETERMINATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2I2M3MV,journalArticle,1985,"GARFIELD, E","IN TRIBUTE TO PRICE,DEREK,JOHN,DESOLLA - A CITATION ANALYSIS OF LITTLE SCIENCE, BIG SCIENCE",SCIENTOMETRICS,,0138-9130,10.1007/BF02017163,,,1985,2/23/23 13:55,2/23/23 13:55,,487-503,,6-Mar,7,,,,,,,,,,English,,,,WOS:A1985AHA3800024,,,,,"; /Users/de51/Zotero/storage/EMQ39INR/GARFIELD - 1985 - IN TRIBUTE TO PRICE,DEREK,JOHN,DESOLLA - A CITATIO.pdf",https://link.springer.com/content/pdf/10.1007%2FBF02017163.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEQ8GUUM,journalArticle,2019,"Wright, AJ",Is the European push for Open Access bad for environmental science?,JOURNAL OF ENVIRONMENTAL STUDIES AND SCIENCES,,2190-6483,10.1007/s13412-019-0539-4,,"Europe intends to make Open Access publishing mandatory for recipients of their agencies' research funding and seeks to build a coalition of funding institutions willing to do the same. By covering the costs of Open Access publishing, the idea is that 'no science should be locked behind paywalls.' However, not all environmental science receives funding from large institutions and much work, especially in developing nations, is undertaken on small grants from environmental non-governmental organisations. The European move is likely to push journals to abandon free-to-publish options in favour of costly Open Access, leaving such Small Science with fewer publication options and establishing a monopoly on peer-review for Big Science. While the goal of removing the publication paywall is a laudable one, the consequences of the proposed coalition may act contrary to the goal of making all science available to all people. Instead, other solutions should be explored, such as free-to-all publication supported a 'publication tax' on universities and other research institutes around the world that is linked to their economic situation.",2019-06,2/23/23 13:55,2/23/23 13:55,,244-246,,2,9,,,,,,,,,,English,,,,WOS:000538863700009,,,,,; /Users/de51/Zotero/storage/WEQJ637V/Wright - 2019 - Is the European push for Open Access bad for envir.pdf,https://link.springer.com/content/pdf/10.1007%2Fs13412-019-0539-4.pdf,Big Science; Citizen science; Discrimination; Environmental science; Open Access; Publication fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GI44PWID,journalArticle,2008,"Linton, JD",Why big science has trouble finding big money and small science has difficulties finding small money,TECHNOVATION,,0166-4972,10.1016/j.technovation.2008.07.003,,"Consideration is given to three reasons why obtaining funding for scientific research is increasingly difficult for many public and private laboratories. The reasons: ""science is a worthwhile pursuit in itself""; ""science is economically worthwhile, but is difficult to value""; and ""social innovation must occur before the value of technical innovation can be obtained"". Insight into addressing these three barriers to support for scientific research is offered. (C) 2008 Published by Elsevier Ltd.",2008-12,2/23/23 13:55,2/23/23 13:55,,799-801,,12,28,,,,,,,,,,English,,,,WOS:000261814300001,,,,,; /Users/de51/Zotero/storage/66Y5LZGG/Linton - 2008 - Why big science has trouble finding big money and .pdf,https://www.sciencedirect.com/science/article/pii/S0166497208000849/pdfft?md5=6d0f992af6fdf39ac4ecf5de172f4938&pid=1-s2.0-S0166497208000849-main.pdf&isDTMRedir=Y,Science; Policy; Social innovation; Valuation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XBIM4SFG,journalArticle,2012,"Agrell, W",Framing prospects and risk in the public promotion of ESS Scandinavia,SCIENCE AND PUBLIC POLICY,,0302-3427,10.1093/scipol/scs045,,"The public campaign to locate the European Spallation Source (ESS) near Lund, southern Sweden is considered. The public case for ESS Scandinavia offers an opportunity to study how a large-scale investment in 'big science' is presented and marketed in a specific national setting, using 'offensive' as well as 'defensive' public relations strategies to cope with an issue where the media public opinion interaction could be either an asset and even a precondition for success, or a powerful and unpredictable potential threat. The offensive strategy was based on a dualistic description of the nature of future science, as on the one hand incomprehensible and on the other predictable in terms of material deliveries: a mixture of mystique and instrument for future innovations. Lacking an active anti-ESS movement and a critical media campaign, the defensive strategy remained unfocused, mirroring environmental scepticism over land use as well as earlier controversies over nuclear energy.",2012-08,2/23/23 13:55,2/23/23 13:55,,429-438,,4,39,,,,,,,,,,English,,,,WOS:000308057300003,,,,,/Users/de51/Zotero/storage/DG4JAASY/Agrell - 2012 - Framing prospects and risk in the public promotion.pdf; ,https://academic.oup.com/spp/article-pdf/39/4/429/4686685/scs045.pdf,big science; public understanding of science; ESS Scandinavia; lobbying; public relations; science journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NH94GZKQ,journalArticle,2015,"Darch, PT; Borgman, CL; Traweek, S; Cummings, RL; Wallis, JC; Sands, AE",What lies beneath?: Knowledge infrastructures in the subseafloor biosphere and beyond,INTERNATIONAL JOURNAL ON DIGITAL LIBRARIES,,1432-5012,10.1007/s00799-015-0137-3,,"We present preliminary findings from a three-year research project comprised of longitudinal qualitative case studies of data practices in four large, distributed, highly multidisciplinary scientific collaborations. This project follows a 2x2 research design: two of the collaborations are big science while two are little science, two have completed data collection activities while two are ramping up data collection. This paper is centered on one of these collaborations, a project bringing together scientists to study subseafloor microbial life. This collaboration is little science, characterized by small teams, using small amounts of data, to address specific questions. Our case study employs participant observation in a laboratory, interviews (n = 49 to date) with scientists in the collaboration, and document analysis. We present a data work flow that is typical for many of the scientists working in the observed laboratory. In particular, we show that, although this workflow results in datasets apparently similar in form, nevertheless a large degree of heterogeneity exists across scientists in this laboratory in terms of the methods they employ to produce these datasets-even between scientists working on adjacent benches. To date, most studies of data in little science focus on heterogeneity in terms of the types of data produced: this paper adds another dimension of heterogeneity to existing knowledge about data in little science. This additional dimension makes more complex the task of management and curation of data for subsequent reuse. Furthermore, the nature of the factors that contribute to heterogeneity of methods suggest that this dimension of heterogeneity is a persistent and unavoidable feature of little science.",2015-05,2/23/23 13:55,2/23/23 13:55,,61-77,,1,16,,,,,,,,,,English,,,,WOS:000409776400007,,,,,; /Users/de51/Zotero/storage/23IR27J2/Darch et al. - 2015 - What lies beneath Knowledge infrastructures in t.pdf,https://link.springer.com/content/pdf/10.1007%2Fs00799-015-0137-3.pdf,Big science; SCIENCE; ECOLOGY; Data deluge; Knowledge infrastructures; Little science; Multidisciplinary scholarship; SENSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y5JKBTRT,journalArticle,2015,"Milojevic, S",Quantifying the cognitive extent of science,JOURNAL OF INFORMETRICS,,1751-1577,10.1016/j.joi.2015.10.005,,"While the modern science is characterized by an exponential growth in scientific literature, the increase in publication volume clearly does not reflect the expansion of the cognitive boundaries of science. Nevertheless, most of the metrics for assessing the vitality of science or for making funding and policy decisions are based on productivity. Similarly, the increasing level of knowledge production by large science teams, whose results often enjoy greater visibility, does not necessarily mean that ""big science"" leads to cognitive expansion. Here we present a novel, big-data method to quantify the extents of cognitive domains of different bodies of scientific literature independently from publication volume, and apply it to 20 million articles published over 60-130 years in physics, astronomy, and biomedicine. The method is based on the lexical diversity of titles of fixed quotas of research articles. Owing to large size of quotas, the method overcomes the inherent stochasticity of article titles to achieve <1% precision. We show that the periods of cognitive growth do not necessarily coincide with the trends in publication volume. Furthermore, we show that the articles produced by larger teams cover significantly smaller cognitive territory than (the same quota of) articles from smaller teams. Our findings provide a new perspective on the role of small teams and individual researchers in expanding the cognitive boundaries of science. The proposed method of quantifying the extent of the cognitive territory can also be applied to study many other aspects of 'science of science.' (C) 2015 Elsevier Ltd. All rights reserved.",2015-10,2/23/23 13:55,2/23/23 13:55,,962-973,,4,9,,,,,,,,,,English,,,,WOS:000367612600022,,,,,; /Users/de51/Zotero/storage/HMD3KQER/Milojevic - 2015 - Quantifying the cognitive extent of science.pdf,https://www.sciencedirect.com/science/article/pii/S175115771530081X/pdfft?md5=a5d1ffcbcfa0e165a6f416d3879d7ebf&pid=1-s2.0-S175115771530081X-main.pdf&isDTMRedir=Y,Collaboration; Big science; COLLABORATION; TEAMS; NETWORK; PUBLICATION; GROWTH; CO-WORD; Cognitive extent; COMBINED COCITATION; Growth of science; Team science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZE56RMW,journalArticle,2014,"Carillo, MR; Papagni, E","""Little Science"" and ""Big Science"": The institution of ""Open Science"" as a cause of scientific and economic inequalities among countries",ECONOMIC MODELLING,,0264-9993,10.1016/j.econmod.2014.06.021,,"In this paper we analyse how the science sector's incentive structure strongly contributes to the development of science and of the economy, even if, in the same time, it can cause large disparities in size and productivity of scientific sectors of different countries. In order to show that, we adopt a Schumpeterian growth model where the resources allocated to science are endogenously determined within the economy and science is organised according to the institution of ""Open Science"". This latter consists in a self-reinforcing code of conduct, which comprises an incentive scheme based on the priority rule, and on the presence of both real rewards and social rewards. Social rewards take two main forms according to the source concerned: one is the social reward deriving from major innovations; another consists in high reputation enjoyed by researchers who put a high level of effort into their job, and devote themselves to the advancement of science. This set of rules causes the emergence of two locally stable steady-states: a low equilibrium, where the economy is endowed with a small science sector; and a high equilibrium, where the economy has a large science sector with rapid knowledge advancement. The two equilibria can account for the huge differences currently existing between scientific sectors of more developed and less developed countries. Comparative static results further characterise the two equilibria, since monetary and social rewards have different effects according to the type of equilibrium that emerges. (C) 2014 Elsevier B.V. All rights reserved.",2014-12,2/23/23 13:55,2/23/23 13:55,,42-56,,,43,,,,,,,,,,English,,,,WOS:000345807300006,,,,,; /Users/de51/Zotero/storage/H57WSZIP/Carillo and Papagni - 2014 - Little Science and Big Science The institutio.pdf,https://www.sciencedirect.com/science/article/pii/S0264999314002843/pdfft?md5=c8541b7b6eca5228c2dac4356562a00e&pid=1-s2.0-S0264999314002843-main.pdf&isDTMRedir=Y,PERFORMANCE; TECHNOLOGY; UNIVERSITIES; KNOWLEDGE; PRODUCTIVITY; SOCIOLOGY; GROWTH; ACADEMIC RESEARCH; Economic development and science; Institution of Open Science; Multiple equilibria and economic growth; REWARD SYSTEM; Scientific and economic inequalities; Social rewards in science; SOCIAL-STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHEPLUZ5,journalArticle,2000,"Byckling, E; Hameri, AP; Pettersson, T; Wenninger, H",Spin-offs from CERN and the case of TuoviWDM,TECHNOVATION,,0166-4972,10.1016/S0166-4972(99)00113-3,,"Projects in big science generate technology that may have considerable impact on industry. Technology transfer is widely regarded as valuable in creating new products and companies, but the most effective modes of operation for this activity are rarely understood. This paper documents the catalyzing events, key obstacles and other influences at CERN during the 4-year journey of the TuoviWDM software project from its initiation in 1995 to the launching of a spin-off company in late 1998. The description proceeds in chronological order and focuses on the technological and organizational factors that have affected the innovation process. The TuoviWDM software is a WWW-based extended enterprise interface to product data management systems and to data vaults residing in proprietary information systems. A group of organizations uses this integrated whole to store and access information and to manage operational processes. The large projects and global user base at CERN provided the development team with an extremely flexible, occasionally surprisingly benign, and always challenging environment to develop the system. The opportunities to exploit the diversity hidden in the world's largest particle physics laboratory are immense. However, this case has again demonstrated that in a public sector organization the climate, the procedures, and the decision-makings bodies, which are related to creation of technology and to technology transfer, may be supportive, irrelevant or even counter-productive, The goal of technology transfer activity should be to fertilize the industries of the participating countries rather than to try to obtain additional finance for the research organization. Policy makers need to compare the weight of these two aspects when technology transfer policies are formulated for big science organizations. (C) 1999 Elsevier Science Ltd. All rights reserved.",2000-02,2/23/23 13:55,2/23/23 13:55,,71-80,,2,20,,,,,,,,,,English,,,,WOS:000084306400002,,,,,; /Users/de51/Zotero/storage/PCVBEEPF/Byckling et al. - 2000 - Spin-offs from CERN and the case of TuoviWDM.pdf,https://www.sciencedirect.com/science/article/pii/S0166497299001133/pdfft?md5=8e4c8830a61f939c067a309694ab4148&pid=1-s2.0-S0166497299001133-main.pdf&isDTMRedir=Y,software development; big science; technology transfer; INDUSTRY; engineering data management; intellectual property right; spin-off company; World Wide Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6BYDDWUS,journalArticle,2015,"Barandiaran, J",Reaching for the Stars? Astronomy and Growth in Chile,MINERVA,,0026-4695,10.1007/s11024-015-9272-7,,"While scholars and policy practitioners often advocate for science and technology transfer as a motor for economic growth, many in Latin America have long warned of the pitfalls of such top-down, North-South transfers. To many in Latin America, scientific aid or cooperation from the North has often reproduced hierarchies that perpetuate dependency. Large astronomy observatories located in Chile - with a high price tag, cutting-edge technology, and seen to answer seemingly arcane research questions - seem ripe for reproducing precisely these kinds of hierarchical relationships. Using data from documents, interviews, and a site visit to Gemini South, one of several large telescopes in Chile, this paper takes a historical perspective to examine how resilient these hierarchical relationships are. Over forty years, astronomy in Chile grew thanks to new policies that fostered cooperation among universities and gave locals privileged access to the telescopes. But the community also grew in ways that reproduced dependency: foreign science benefits significantly, the Chilean state operates in top-down ways, and its support for science leaves it blind to the benefits high-tech telescopes deliver to Chile, which are not linked to export-led growth. The state appears as both an obstacle and an enabler to the growth of a national scientific community.",2015-06,2/23/23 13:55,2/23/23 13:55,,141-164,,2,53,,,,,,,,,,English,,,,WOS:000356309800003,,,,,; /Users/de51/Zotero/storage/SETF4CXC/Barandiaran - 2015 - Reaching for the Stars Astronomy and Growth in Ch.pdf,https://link.springer.com/content/pdf/10.1007%2Fs11024-015-9272-7.pdf,Big Science; Astronomy; SCIENCE; Chile; UNIVERSITIES; Development; LATIN-AMERICA; Periphery; SOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9US3DCT,journalArticle,2018,"Johnston, SF",Alvin Weinberg and the Promotion of the Technological Fix,TECHNOLOGY AND CULTURE,,0040-165X,10.1353/tech.2018.0061,,"The term technological fix, coined by technologist/administrator Alvin Weinberg in 1965, vaunted engineering innovation as a generic tool for circumventing problems commonly conceived as social, political, or cultural. A longtime Director of Oak Ridge National Laboratory, government consultant, and essayist, Weinberg also popularized the term big science to describe national goals and the competitive funding environment after the Second World War. Big science reoriented towards technological fixes, he argued, could provide a new ""Apollo project"" to address social problems of the future. His ideas-most recently echoed in ""solutionism""-have channeled confidence and controversy ever since. This article traces the genesis and promotion of the concept by Weinberg and his contemporaries. It argues that, through the concept, the marginal politics and technological confidences of interwar scientists and technocrats were repositioned as mainstream notions closer to the heart of big science policy.",2018-07,2/23/23 13:55,2/23/23 13:55,,620-651,,3,59,,,,,,,,,,English,,,,WOS:000445099900004,,,,,; /Users/de51/Zotero/storage/6RUUWQR2/Johnston - 2018 - Alvin Weinberg and the Promotion of the Technologi.pdf,https://muse.jhu.edu/pub/1/article/703142/pdf,SCIENCE; LIMITS; REFLECTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IX38NYUK,journalArticle,2018,"Kahn, M",Co-authorship as a proxy for collaboration: a cautionary tale,SCIENCE AND PUBLIC POLICY,,0302-3427,10.1093/scipol/scx052,,"International scientific collaboration has risen in the last two decades. Publications using megascience data must conform to 'rules of use' that have emerged to protect the intellectual property of the project staff. These rules enhance co-publication counts and citations and distort the use of co-publication data as a proxy for collaboration. The distorting effects are illustrated by a case study of the BRICS countries that recently issued a declaration on scientific and technological cooperation with specific thematic areas allocated to each country. It is found that with a single exception the designated research areas of collaboration are different to individual country specializations. The disjuncture between such 'collaboration' manifests as collaboration in mega-science astronomy and high-energy physics projects especially those of the Planck 2013 telescope and at CERN, Geneva. This raises questions of import to science policy, for the BRICS in particular, and the measurement of scientific collaboration more generally.",2018-02,2/23/23 13:55,2/23/23 13:55,,117-123,,1,45,,,,,,,,,,English,,,,WOS:000427377700011,,,,,/Users/de51/Zotero/storage/W4GNARKB/Kahn - 2018 - Co-authorship as a proxy for collaboration a caut.pdf; ,https://academic.oup.com/spp/article-pdf/45/1/117/23865502/scx052.pdf,"SCIENCE; scientific collaboration; BRICS COUNTRIES; ATLAS detector; BRICS S&T policy; mega-science; Planck 2013, co-authorship",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAPC8HNS,journalArticle,2012,"Elzinga, A",Features of the current science policy regime: Viewed in historical perspective,SCIENCE AND PUBLIC POLICY,,0302-3427,10.1093/scipol/scs046,,This paper aims to throw into relief some of the general features in the development of the history of science policy by drawing attention to the continuation and deepening of old issues in new forms within the current science policy regime. The paper presents a typology which distinguishes different ways in which policy attempts to 'account' for public funding of science by showing how science contributes to wealth and prosperity. The paper concludes that the new forms of accounting place the focus of attention on what is 'produced' in science and that science policy itself has become dominated by the logic of globalism and new public management.,2012-08,2/23/23 13:55,2/23/23 13:55,,416-428,,4,39,,,,,,,,,,English,,,,WOS:000308057300002,,,,,/Users/de51/Zotero/storage/RH6L2DN2/Elzinga - 2012 - Features of the current science policy regime Vie.pdf; ,https://academic.oup.com/spp/article-pdf/39/4/416/4687790/scs046.pdf,internationalization; globalization; science policy; megascience; BASIC RESEARCH; legitimation; new public management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79JXX85M,journalArticle,1985,"ARUNACHALAM, S; GARG, KC",A SMALL COUNTRY IN A WORLD OF BIG SCIENCE - A PRELIMINARY BIBLIOMETRIC STUDY OF SCIENCE IN SINGAPORE,SCIENTOMETRICS,,0138-9130,10.1007/BF02018055,,,1985,2/23/23 13:55,2/23/23 13:55,,301-313,,6-May,8,,,,,,,,,,English,,,,WOS:A1985ATN8600002,,,,,; /Users/de51/Zotero/storage/NBK9BJ96/ARUNACHALAM and GARG - 1985 - A SMALL COUNTRY IN A WORLD OF BIG SCIENCE - A PREL.pdf,https://link.springer.com/content/pdf/10.1007%2FBF02018055.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
